resid,leaflet,X coords,Y coords,Z coords,Thickness
8533,lower leaflet,26.401,8.800,1.591,4.408
8534,lower leaflet,21.715,39.419,2.171,3.820
8535,lower leaflet,49.153,15.748,1.915,4.388
8536,lower leaflet,43.602,20.999,2.220,4.390
8537,lower leaflet,42.646,29.683,2.489,3.907
8538,lower leaflet,14.122,41.467,1.575,4.108
8539,lower leaflet,15.653,28.270,2.189,4.086
8540,lower leaflet,25.332,19.272,1.649,4.256
8541,lower leaflet,41.390,32.729,2.021,3.808
8542,lower leaflet,19.159,28.354,2.662,3.908
8543,lower leaflet,45.815,26.808,2.192,3.907
8544,lower leaflet,18.206,26.332,2.439,4.068
8545,lower leaflet,20.575,54.360,1.768,4.366
8546,lower leaflet,34.953,47.042,2.426,4.289
8547,lower leaflet,45.532,3.025,1.556,4.313
8548,lower leaflet,38.620,45.077,2.395,3.900
8549,lower leaflet,51.532,29.462,2.029,3.582
8550,lower leaflet,49.315,28.497,2.335,3.539
8551,lower leaflet,32.023,23.182,1.205,4.123
8552,lower leaflet,40.486,27.520,2.056,3.801
8553,lower leaflet,27.926,13.165,1.595,4.314
8554,lower leaflet,0.284,30.015,2.243,3.497
8555,lower leaflet,21.737,45.069,1.807,4.006
8556,lower leaflet,16.776,39.458,1.903,3.728
8557,lower leaflet,10.747,6.967,1.792,4.417
8558,lower leaflet,38.919,46.881,2.394,4.033
8559,lower leaflet,25.926,44.711,2.321,4.387
8560,lower leaflet,19.826,16.771,2.081,4.390
8561,lower leaflet,30.987,5.585,1.739,4.441
8562,lower leaflet,13.031,4.179,1.754,4.526
8563,lower leaflet,18.081,4.473,1.877,4.442
8564,lower leaflet,50.234,23.680,2.405,3.743
8565,lower leaflet,40.995,43.642,2.224,3.997
8566,lower leaflet,12.029,9.537,1.939,4.332
8567,lower leaflet,43.491,49.377,1.947,4.206
8568,lower leaflet,51.167,18.157,2.262,4.601
8569,lower leaflet,10.673,14.549,1.761,4.375
8570,lower leaflet,17.053,46.854,1.767,4.060
8571,lower leaflet,10.113,9.214,1.938,4.369
8572,lower leaflet,38.277,44.541,2.265,4.128
8573,lower leaflet,27.755,37.711,2.664,3.968
8574,lower leaflet,1.608,20.027,1.665,4.382
8575,lower leaflet,28.990,22.172,1.535,4.450
8576,lower leaflet,38.261,1.720,1.778,4.329
8577,lower leaflet,53.737,31.189,2.080,3.833
8578,lower leaflet,41.799,42.025,2.007,3.644
8579,lower leaflet,41.403,46.996,1.827,4.064
8580,lower leaflet,43.233,34.449,2.440,3.563
8581,lower leaflet,54.448,40.794,2.165,3.530
8582,lower leaflet,42.798,49.962,1.822,4.180
8583,lower leaflet,53.576,2.198,1.781,4.596
8584,lower leaflet,43.945,40.464,1.721,3.882
8585,lower leaflet,24.233,17.137,1.715,4.375
8586,lower leaflet,41.075,14.767,1.832,4.258
8587,lower leaflet,21.315,48.057,1.822,4.011
8588,lower leaflet,23.136,24.261,2.085,4.347
8589,lower leaflet,37.273,21.754,2.048,3.945
8590,lower leaflet,26.369,45.170,2.144,4.296
8591,lower leaflet,0.521,10.756,2.037,4.495
8592,lower leaflet,16.448,3.314,1.827,4.424
8593,lower leaflet,48.767,40.759,2.065,3.812
8594,lower leaflet,41.150,45.341,1.865,4.036
8595,lower leaflet,28.550,26.502,2.165,4.283
8596,lower leaflet,1.967,51.958,2.088,4.140
8597,lower leaflet,35.686,1.292,2.239,4.361
8598,lower leaflet,23.303,2.318,1.970,4.403
8599,lower leaflet,49.347,26.730,2.274,3.667
8600,lower leaflet,5.548,48.131,1.982,4.089
8601,lower leaflet,12.266,25.493,1.974,4.188
8602,lower leaflet,34.604,25.314,2.134,3.959
8603,lower leaflet,22.607,44.475,1.948,4.139
8604,lower leaflet,30.496,6.580,1.950,4.452
8605,lower leaflet,22.235,38.077,1.987,3.847
8606,lower leaflet,47.811,20.622,2.233,3.853
8607,lower leaflet,47.899,19.537,2.108,3.908
8608,lower leaflet,8.920,6.811,1.688,4.504
8609,lower leaflet,46.563,21.520,1.506,3.898
8610,lower leaflet,5.185,49.965,1.893,4.271
8611,lower leaflet,50.400,47.418,2.200,3.827
8612,lower leaflet,39.986,11.213,1.737,4.152
8613,lower leaflet,30.680,13.627,1.694,4.416
8614,lower leaflet,53.961,33.743,2.472,3.825
8615,lower leaflet,10.661,25.589,2.098,4.059
8616,lower leaflet,41.802,8.268,1.566,4.386
8617,lower leaflet,37.797,39.302,2.066,3.751
8618,lower leaflet,13.139,39.145,1.933,3.453
8619,lower leaflet,8.137,40.152,2.219,3.737
8620,lower leaflet,13.925,31.009,2.140,3.894
8621,lower leaflet,51.341,47.078,2.039,3.834
8622,lower leaflet,42.076,6.117,2.049,4.395
8623,lower leaflet,42.486,0.428,1.914,4.458
8624,lower leaflet,29.248,28.222,1.756,4.046
8625,lower leaflet,40.769,20.940,2.286,4.114
8626,lower leaflet,10.725,0.946,1.497,4.270
8627,lower leaflet,45.574,32.075,2.228,3.402
8628,lower leaflet,51.034,31.667,2.352,3.504
8629,lower leaflet,34.263,18.399,2.371,4.282
8630,lower leaflet,3.442,18.598,1.714,4.392
8631,lower leaflet,4.293,11.343,1.622,4.562
8632,lower leaflet,48.327,49.183,2.418,4.146
8633,lower leaflet,27.655,28.568,2.296,3.840
8634,lower leaflet,16.566,17.170,2.276,4.323
8635,lower leaflet,34.060,12.456,2.078,4.330
8636,lower leaflet,52.415,44.883,2.294,3.940
8637,lower leaflet,11.050,49.072,1.977,4.545
8638,lower leaflet,1.789,6.276,1.769,4.310
8639,lower leaflet,50.925,40.079,2.399,3.446
8640,lower leaflet,38.980,0.274,2.170,4.362
8641,lower leaflet,23.659,45.661,2.126,4.176
8642,lower leaflet,26.845,11.762,2.035,4.334
8643,lower leaflet,30.285,5.282,1.743,4.284
8644,lower leaflet,48.340,50.423,2.091,3.985
8645,lower leaflet,50.161,21.252,2.866,3.920
8646,lower leaflet,17.839,39.581,2.099,3.838
8647,lower leaflet,27.067,40.449,2.200,4.037
8648,lower leaflet,26.088,28.333,2.111,3.889
8649,lower leaflet,13.574,3.493,1.788,4.358
8650,lower leaflet,25.662,17.389,2.095,4.451
8651,lower leaflet,35.330,50.512,2.590,4.165
8652,lower leaflet,17.258,17.014,2.346,4.233
8653,lower leaflet,45.100,49.949,2.224,4.077
8654,lower leaflet,26.548,46.202,2.179,4.092
8655,lower leaflet,8.441,2.759,2.196,4.396
8656,lower leaflet,9.741,6.541,1.612,4.328
8657,lower leaflet,44.947,30.857,2.006,3.651
8658,lower leaflet,10.772,48.219,1.950,4.533
8659,lower leaflet,0.395,48.340,1.850,4.188
8660,lower leaflet,44.715,43.032,2.274,3.838
8661,lower leaflet,20.424,53.804,1.594,4.265
8662,lower leaflet,49.586,17.077,2.075,4.354
8663,lower leaflet,48.664,35.493,2.219,3.743
8664,lower leaflet,44.130,9.647,1.844,4.292
8665,lower leaflet,31.648,37.596,2.777,3.828
8666,lower leaflet,35.722,13.845,2.013,4.297
8667,lower leaflet,2.291,26.442,2.242,3.958
8668,lower leaflet,32.792,30.633,1.831,3.835
8669,lower leaflet,51.790,35.975,2.256,3.483
8670,lower leaflet,1.454,0.177,2.165,3.965
8671,lower leaflet,27.006,12.852,1.587,4.355
8672,lower leaflet,9.678,14.537,1.831,4.516
8673,lower leaflet,22.693,14.585,1.503,4.411
8674,lower leaflet,22.663,51.801,1.765,4.464
8675,lower leaflet,40.553,4.687,1.847,4.414
8676,lower leaflet,11.148,35.326,2.200,4.209
8677,lower leaflet,49.820,45.061,2.389,4.235
8678,lower leaflet,35.669,21.505,2.166,4.295
8679,lower leaflet,19.011,50.747,1.802,4.575
8680,lower leaflet,19.440,21.662,2.311,4.274
8681,lower leaflet,43.110,50.363,1.688,4.157
8682,lower leaflet,53.137,54.434,1.668,4.332
8683,lower leaflet,17.470,52.099,2.309,4.391
8684,lower leaflet,4.015,34.588,1.788,3.510
8685,lower leaflet,39.394,1.027,2.107,4.340
8686,lower leaflet,39.000,30.743,2.271,3.638
8687,lower leaflet,39.738,13.692,1.983,4.107
8688,lower leaflet,4.747,23.545,1.767,3.969
8689,lower leaflet,4.057,53.275,1.763,4.232
8690,lower leaflet,31.619,18.054,1.964,4.229
8691,lower leaflet,36.720,34.884,2.600,3.728
8692,lower leaflet,11.252,12.043,1.553,4.102
8693,lower leaflet,19.641,39.027,2.416,3.969
8694,lower leaflet,42.972,49.304,1.889,4.264
8695,lower leaflet,13.891,4.273,1.863,4.223
8696,lower leaflet,47.874,1.357,1.800,4.337
8697,lower leaflet,10.247,42.848,2.326,3.941
8698,lower leaflet,34.995,36.865,1.940,3.423
8699,lower leaflet,1.744,30.386,1.723,3.551
8700,lower leaflet,27.817,41.785,2.119,3.918
8701,lower leaflet,18.377,21.838,2.237,4.304
8702,lower leaflet,21.240,20.744,1.743,4.058
8703,lower leaflet,1.254,43.110,2.425,3.979
8704,lower leaflet,52.503,21.335,2.323,4.025
8705,lower leaflet,49.705,47.545,2.374,3.771
8706,lower leaflet,19.200,28.813,2.494,3.877
8707,lower leaflet,50.226,31.595,2.371,3.682
8708,lower leaflet,50.909,52.175,1.952,3.861
8709,lower leaflet,18.677,15.514,2.303,4.444
8710,lower leaflet,13.854,42.395,1.719,3.972
8711,lower leaflet,1.187,17.989,1.867,4.319
8712,lower leaflet,34.095,37.161,2.254,3.288
8713,lower leaflet,50.257,2.170,1.989,4.232
8714,lower leaflet,29.937,16.314,1.769,4.407
8715,lower leaflet,1.841,44.613,1.884,3.992
8716,lower leaflet,10.585,8.550,1.505,4.372
8717,lower leaflet,51.348,16.817,1.921,4.339
8718,lower leaflet,33.100,9.048,1.949,4.315
8719,lower leaflet,38.589,39.693,2.105,3.984
8720,lower leaflet,29.839,29.082,2.373,3.995
8721,lower leaflet,10.066,36.186,2.284,3.990
8722,lower leaflet,7.379,2.933,2.311,4.272
8723,lower leaflet,24.647,42.336,1.878,3.646
8724,lower leaflet,39.770,17.601,1.863,4.228
8725,lower leaflet,38.233,4.545,1.802,4.309
8726,lower leaflet,34.728,20.093,2.222,4.134
8727,lower leaflet,18.790,52.735,2.089,4.147
8728,lower leaflet,7.950,10.881,1.484,4.463
8729,lower leaflet,30.356,35.782,2.201,3.961
8730,lower leaflet,44.432,3.450,1.557,4.384
8731,lower leaflet,43.762,0.201,1.832,4.410
8732,lower leaflet,44.459,25.334,2.548,3.837
8733,lower leaflet,52.537,2.014,2.064,4.443
8734,lower leaflet,52.967,50.282,2.013,3.957
8735,lower leaflet,12.021,12.335,1.848,4.176
8736,lower leaflet,3.473,15.006,1.692,4.186
8737,lower leaflet,13.268,24.064,2.063,4.104
8738,lower leaflet,28.392,18.717,1.944,4.331
8739,lower leaflet,50.573,32.477,2.254,3.596
8740,lower leaflet,54.124,13.885,1.675,4.426
8741,lower leaflet,41.644,45.368,1.775,4.128
8742,lower leaflet,39.960,3.968,1.987,4.443
8743,lower leaflet,18.742,1.455,1.551,4.192
8744,lower leaflet,44.499,46.560,2.021,3.885
8745,lower leaflet,43.337,5.961,1.842,4.448
8746,lower leaflet,32.858,28.470,1.812,3.908
8747,lower leaflet,3.931,30.402,2.307,3.647
8748,lower leaflet,36.152,47.113,1.799,4.050
8749,lower leaflet,35.680,31.488,2.329,4.102
8750,lower leaflet,25.370,21.492,1.574,4.320
8751,lower leaflet,18.983,27.535,2.824,4.316
8752,lower leaflet,21.760,20.737,1.827,4.123
8753,lower leaflet,17.984,41.539,1.911,4.083
8754,lower leaflet,38.987,50.818,1.796,4.410
8755,lower leaflet,48.674,40.149,2.401,3.910
8756,lower leaflet,8.919,9.479,1.656,4.331
8757,lower leaflet,2.343,42.078,2.546,3.645
8758,lower leaflet,40.170,42.436,2.331,3.886
8759,lower leaflet,22.741,16.832,1.522,4.302
8760,lower leaflet,27.183,39.881,2.228,3.816
8761,lower leaflet,16.429,32.211,1.975,3.820
8762,lower leaflet,34.869,44.399,2.010,4.154
8763,lower leaflet,25.764,29.271,2.064,4.037
8764,lower leaflet,12.620,17.123,1.930,4.385
8765,lower leaflet,27.622,20.675,1.836,4.168
8766,lower leaflet,51.281,27.334,2.318,3.893
8767,lower leaflet,31.772,28.410,2.303,3.987
8768,lower leaflet,48.371,15.284,1.884,4.517
8769,lower leaflet,53.278,44.288,1.872,3.690
8770,lower leaflet,21.466,31.065,2.438,3.884
8771,lower leaflet,0.125,24.766,2.166,3.740
8772,lower leaflet,31.922,25.958,1.930,3.986
8773,lower leaflet,19.002,4.463,1.846,4.445
8774,lower leaflet,19.167,7.484,1.599,4.441
8775,lower leaflet,47.414,29.798,1.856,3.559
8776,lower leaflet,12.052,48.320,2.026,4.218
8777,lower leaflet,33.545,19.952,2.712,4.363
8778,lower leaflet,6.260,42.122,2.318,3.842
8779,lower leaflet,34.021,11.847,2.052,4.396
8780,lower leaflet,9.941,53.641,1.726,4.459
8781,lower leaflet,34.978,2.385,2.034,4.548
8782,lower leaflet,38.304,23.643,1.866,3.991
8783,lower leaflet,33.364,40.032,2.238,3.620
8784,lower leaflet,34.618,23.214,1.468,4.125
8785,lower leaflet,15.138,17.510,1.921,4.366
8786,lower leaflet,32.521,40.979,2.186,3.590
8787,lower leaflet,38.973,17.864,1.811,4.312
8788,lower leaflet,17.832,19.442,1.786,4.305
8789,lower leaflet,53.099,47.438,2.022,4.072
8790,lower leaflet,43.502,37.167,2.445,3.852
8791,lower leaflet,47.180,32.115,2.027,3.770
8792,lower leaflet,51.793,54.182,2.090,4.219
8793,lower leaflet,9.645,44.323,2.145,4.260
8794,lower leaflet,53.696,8.090,1.867,4.227
8795,lower leaflet,21.238,33.602,2.421,3.880
8796,lower leaflet,3.504,25.388,2.129,3.879
8797,lower leaflet,29.970,20.714,2.067,4.409
8798,lower leaflet,45.579,14.999,2.095,4.427
8799,lower leaflet,7.334,44.290,1.866,4.143
8800,lower leaflet,15.513,37.445,2.241,3.905
8801,lower leaflet,18.398,7.056,1.647,4.411
8802,lower leaflet,7.440,15.590,1.571,4.288
8803,lower leaflet,51.137,18.755,2.311,4.465
8804,lower leaflet,36.861,35.894,2.583,3.846
8805,lower leaflet,49.122,17.657,2.285,4.258
8806,lower leaflet,44.027,14.298,1.714,4.162
8807,lower leaflet,24.403,39.114,1.878,4.029
8808,lower leaflet,53.145,3.767,1.778,4.523
8809,lower leaflet,12.747,17.959,1.690,4.225
8810,lower leaflet,33.376,36.674,2.151,3.961
8811,lower leaflet,49.082,46.998,2.421,3.944
8812,lower leaflet,32.540,46.449,2.235,4.009
8813,lower leaflet,1.574,7.797,1.875,4.399
8814,lower leaflet,51.490,45.161,2.021,4.118
8815,lower leaflet,40.588,37.112,2.212,3.641
8816,lower leaflet,7.837,31.147,1.872,3.902
8817,lower leaflet,1.358,31.473,1.777,3.310
8818,lower leaflet,5.878,31.522,2.232,3.616
8819,lower leaflet,4.731,34.598,2.260,3.532
8820,lower leaflet,40.938,27.067,1.926,3.790
8821,lower leaflet,9.531,46.885,1.891,4.299
8822,lower leaflet,8.877,19.281,1.804,4.197
8823,lower leaflet,5.918,2.869,2.260,4.300
8824,lower leaflet,41.802,36.726,2.656,3.569
8825,lower leaflet,10.347,6.730,1.560,4.395
8826,lower leaflet,27.611,13.614,1.810,4.364
8827,lower leaflet,39.692,9.602,2.119,4.598
8828,lower leaflet,39.504,34.625,2.263,3.740
8829,lower leaflet,34.036,15.455,2.043,4.359
8830,lower leaflet,7.026,19.542,1.504,4.199
8831,lower leaflet,1.989,19.113,1.693,4.418
8832,lower leaflet,44.710,32.158,2.471,3.303
8833,lower leaflet,25.641,37.523,2.258,3.849
8834,lower leaflet,20.026,32.545,2.273,3.916
8835,lower leaflet,48.791,31.442,1.988,3.678
8836,lower leaflet,44.495,44.047,2.147,4.122
8837,lower leaflet,14.000,52.439,1.864,4.207
8838,lower leaflet,14.393,21.078,2.086,4.378
8839,lower leaflet,32.618,31.346,2.127,3.766
8840,lower leaflet,53.758,43.375,1.966,3.979
8841,lower leaflet,28.664,4.656,1.943,4.336
8842,lower leaflet,22.202,47.987,1.937,4.071
8843,lower leaflet,23.637,10.614,1.912,4.149
8844,lower leaflet,26.082,30.859,2.084,4.230
8845,lower leaflet,54.483,30.455,1.849,3.770
8846,lower leaflet,21.280,2.081,1.479,4.518
8847,lower leaflet,37.469,20.319,2.134,4.022
8848,lower leaflet,5.336,42.060,2.237,3.840
8849,lower leaflet,33.803,25.802,1.829,4.082
8850,lower leaflet,5.641,22.314,1.849,4.213
8851,lower leaflet,9.378,51.564,1.748,4.267
8852,lower leaflet,31.803,53.498,2.082,4.294
8853,lower leaflet,16.043,29.529,2.116,3.933
8854,lower leaflet,28.998,26.113,2.004,4.263
8855,lower leaflet,23.824,25.847,2.117,4.189
8856,lower leaflet,17.184,36.545,2.101,4.173
8857,lower leaflet,38.882,25.204,1.876,4.220
8858,lower leaflet,43.956,53.956,1.912,4.360
8859,lower leaflet,18.815,51.676,2.141,4.139
8860,lower leaflet,45.625,21.663,1.483,4.161
8861,lower leaflet,39.703,26.037,1.916,4.006
8862,lower leaflet,53.221,36.212,2.642,3.650
8863,lower leaflet,5.430,17.507,1.804,4.144
8864,lower leaflet,34.924,19.050,2.340,4.156
8865,lower leaflet,13.180,32.226,1.893,3.933
8866,lower leaflet,31.450,27.637,2.004,3.920
8867,lower leaflet,3.699,8.734,1.910,4.397
8868,lower leaflet,50.550,35.125,2.324,3.588
8869,lower leaflet,23.212,18.103,1.992,4.609
8870,lower leaflet,6.951,29.680,1.859,3.701
8871,lower leaflet,51.101,2.273,2.137,4.443
8872,lower leaflet,45.142,7.804,1.693,4.488
8873,lower leaflet,26.733,12.483,1.883,4.381
8874,lower leaflet,25.338,34.249,2.076,4.068
8875,lower leaflet,50.241,35.970,2.307,3.472
8876,lower leaflet,7.721,19.656,1.593,4.255
8877,lower leaflet,5.124,38.818,2.670,3.771
8878,lower leaflet,36.575,33.287,2.427,3.541
8879,lower leaflet,42.608,23.575,2.355,4.349
8880,lower leaflet,8.031,47.359,2.097,4.247
8881,lower leaflet,46.469,54.282,1.970,4.426
8882,lower leaflet,14.732,49.189,2.026,4.391
8883,lower leaflet,34.686,16.053,2.047,4.244
8884,lower leaflet,18.565,2.133,1.658,4.161
8885,lower leaflet,13.249,43.626,1.668,3.941
8886,lower leaflet,16.527,17.914,1.720,4.317
8887,lower leaflet,27.795,21.633,1.538,4.272
8888,lower leaflet,33.319,33.756,2.527,4.171
8889,lower leaflet,25.020,27.432,1.890,4.265
8890,lower leaflet,29.146,5.391,1.840,4.216
8891,lower leaflet,39.354,36.641,2.196,3.645
8892,lower leaflet,21.289,43.029,1.632,4.126
8893,lower leaflet,24.897,10.862,1.899,4.179
8894,lower leaflet,27.493,46.288,2.246,4.276
8895,lower leaflet,43.077,2.436,1.909,4.203
8896,lower leaflet,40.993,28.253,2.048,3.951
8897,lower leaflet,24.501,38.520,1.852,3.921
8898,lower leaflet,33.651,29.093,1.886,3.797
8899,lower leaflet,47.471,44.577,1.757,3.752
8900,lower leaflet,19.509,25.712,2.449,4.191
8901,lower leaflet,39.054,44.871,2.138,3.685
8902,lower leaflet,31.671,49.693,2.216,4.297
8903,lower leaflet,32.314,25.421,1.472,4.010
8904,lower leaflet,8.353,28.362,2.035,4.179
8905,lower leaflet,48.750,51.380,2.076,3.998
8906,lower leaflet,32.178,29.126,2.005,3.903
8907,lower leaflet,12.225,8.263,1.715,4.362
8908,lower leaflet,45.951,29.908,2.124,3.708
8909,lower leaflet,22.421,37.631,2.341,3.917
8910,lower leaflet,5.179,34.821,2.463,3.535
8911,lower leaflet,2.742,53.042,2.317,4.255
8912,lower leaflet,18.748,22.144,2.254,4.208
8913,lower leaflet,54.388,7.251,1.642,4.179
8914,lower leaflet,4.704,31.647,2.575,3.434
8915,lower leaflet,47.886,38.456,2.099,3.783
8916,lower leaflet,37.493,27.810,1.046,3.968
8917,lower leaflet,30.402,28.347,2.155,4.221
8918,lower leaflet,24.602,52.326,1.820,4.259
8919,lower leaflet,46.295,6.123,1.708,4.280
8920,lower leaflet,18.173,32.834,2.422,4.083
8921,lower leaflet,47.272,36.515,1.644,3.741
8922,lower leaflet,45.938,12.261,1.957,4.453
8923,lower leaflet,48.702,28.476,2.595,3.439
8924,lower leaflet,32.489,37.672,2.387,3.794
8925,lower leaflet,19.745,44.281,2.039,4.135
8926,lower leaflet,44.205,39.090,2.291,3.668
8927,lower leaflet,0.932,29.074,1.927,3.756
8928,lower leaflet,25.582,40.315,2.301,3.952
8929,lower leaflet,39.830,7.029,1.807,4.198
8930,lower leaflet,30.516,19.852,2.018,4.455
8931,lower leaflet,13.760,39.808,2.261,3.759
8932,lower leaflet,49.945,13.827,2.073,4.358
8933,lower leaflet,3.155,26.454,2.169,4.197
8934,lower leaflet,53.257,32.914,2.318,3.675
8935,lower leaflet,33.021,49.518,2.370,4.436
8936,lower leaflet,45.350,35.259,1.743,4.108
8937,lower leaflet,47.397,32.718,1.980,3.728
8938,lower leaflet,14.897,47.563,1.725,4.162
8939,lower leaflet,37.086,7.339,1.812,4.253
8940,lower leaflet,7.133,53.479,1.903,4.411
8941,lower leaflet,2.272,34.558,1.177,3.874
8942,lower leaflet,20.454,7.319,1.798,4.386
8943,lower leaflet,10.076,23.536,1.874,4.504
8944,lower leaflet,44.283,23.880,2.280,4.080
8945,lower leaflet,16.514,33.678,2.417,3.628
8946,lower leaflet,37.202,5.446,1.936,4.423
8947,lower leaflet,29.838,22.263,2.011,4.463
8948,lower leaflet,38.916,8.358,1.927,4.323
8949,lower leaflet,51.748,19.202,2.341,4.440
8950,lower leaflet,31.938,22.649,1.416,4.167
8951,lower leaflet,28.009,31.555,2.228,3.640
8952,lower leaflet,47.460,16.103,1.813,4.288
8953,lower leaflet,10.293,28.715,2.294,3.985
8954,lower leaflet,31.363,12.609,1.448,4.259
8955,lower leaflet,21.007,42.259,1.764,3.974
8956,lower leaflet,22.322,29.559,2.139,4.259
8957,lower leaflet,15.947,14.752,2.220,4.240
8958,lower leaflet,11.694,43.880,1.923,3.662
8959,lower leaflet,41.644,34.907,2.346,3.682
8960,lower leaflet,27.814,0.375,1.924,4.388
8961,lower leaflet,20.510,32.935,2.034,3.855
8962,lower leaflet,26.435,17.002,1.869,4.379
8963,lower leaflet,13.500,51.655,1.986,4.321
8964,lower leaflet,8.433,13.653,1.668,4.485
8965,lower leaflet,35.628,40.612,1.971,3.823
8966,lower leaflet,46.120,38.113,2.128,3.900
8967,lower leaflet,31.227,6.995,1.780,4.505
8968,lower leaflet,6.853,17.482,1.872,4.289
8969,lower leaflet,7.239,21.889,1.736,4.264
8970,lower leaflet,21.101,21.476,1.888,4.269
8971,lower leaflet,13.687,7.417,1.809,4.494
8972,lower leaflet,10.507,1.738,1.963,4.277
8973,lower leaflet,26.069,35.026,2.195,3.936
8974,lower leaflet,48.582,44.848,2.186,3.661
8975,lower leaflet,48.239,43.464,2.620,3.763
8976,lower leaflet,13.265,16.407,1.763,4.470
8977,lower leaflet,39.308,14.608,2.045,4.222
8978,lower leaflet,54.180,29.503,1.749,3.673
8979,lower leaflet,8.821,5.547,1.603,4.415
8980,lower leaflet,3.592,6.084,1.797,4.336
8981,lower leaflet,40.336,44.191,1.957,4.032
8982,lower leaflet,44.987,17.582,1.719,4.419
8983,lower leaflet,34.587,52.004,2.261,4.182
8984,lower leaflet,3.663,37.221,1.953,3.651
8985,lower leaflet,31.555,18.871,2.115,4.490
